dataset,epoch,severity,seed,n_clips,aligned_abs_rel,abs_rel,pred_depth_span,boundary_f1
vkitti,5,0.25,1,40,0.227291,0.639663,27.8615,0.182372
vkitti,5,0.25,2,40,0.208626,0.638091,28.9813,0.197354
vkitti,5,0.25,3,40,0.210127,0.635391,28.649,0.189846
vkitti,5,0.5,1,40,0.279115,0.648157,25.6163,0.153191
vkitti,5,0.5,2,40,0.242289,0.644623,27.4016,0.173862
vkitti,5,0.5,3,40,0.255019,0.635542,26.7468,0.160805
vkitti,5,0.75,1,40,0.345693,0.686005,22.94,0.134526
vkitti,5,0.75,2,40,0.285561,0.67193,26.0445,0.153307
vkitti,5,0.75,3,40,0.315554,0.661863,24.1015,0.138962
vkitti,5,1.0,1,40,0.38613,0.730688,20.4524,0.117516
vkitti,5,1.0,2,40,0.317176,0.704885,24.4783,0.140162
vkitti,5,1.0,3,40,0.359728,0.710457,21.4058,0.120142
vkitti,6,0.0,1,40,0.188067,0.630126,30.4854,0.225639
vkitti,6,0.0,2,40,0.188067,0.630126,30.4854,0.225639
vkitti,6,0.0,3,40,0.188067,0.630126,30.4854,0.225639
vkitti,6,0.25,1,40,0.231454,0.641128,27.5949,0.189151
vkitti,6,0.25,2,40,0.210905,0.63868,28.7297,0.203694
vkitti,6,0.25,3,40,0.212149,0.636001,28.3774,0.196542
vkitti,6,0.5,1,40,0.286377,0.653465,25.191,0.156921
vkitti,6,0.5,2,40,0.246326,0.647669,27.1275,0.178771
vkitti,6,0.5,3,40,0.25887,0.639037,26.3801,0.165675
vkitti,6,0.75,1,40,0.350355,0.695313,22.5226,0.136248
vkitti,6,0.75,2,40,0.287639,0.677757,25.8153,0.156346
vkitti,6,0.75,3,40,0.319332,0.66985,23.6468,0.142033
vkitti,6,1.0,1,40,0.388603,0.739729,20.0133,0.119773
vkitti,6,1.0,2,40,0.320238,0.709799,24.2458,0.143709
vkitti,6,1.0,3,40,0.360273,0.718163,21.0192,0.122282
